House_ID,Month,Average_Units,Current_Units,Theft_Label,Difference,Deviation_%,Usage_Ratio,High_Usage_Flag,Low_Usage_Flag,Target,Month_Encoded,Prediction,Theft_Status,AI_Reason
H2,Sep,188,204,0.0,16,8.51063829787234,1.0851063829787233,0,0,0.0,11.0,0,Normal,Normal usage
H2,Oct,188,214,0.0,26,13.829787234042554,1.1382978723404256,0,0,0.0,10.0,0,Normal,Normal usage
H2,Nov,188,212,0.0,24,12.76595744680851,1.127659574468085,0,0,0.0,9.0,0,Normal,Normal usage
H2,Dec,235,216,0.0,-19,-8.085106382978724,0.9191489361702128,0,0,0.0,2.0,0,Normal,Normal usage
H3,Jan,461,471,0.0,10,2.1691973969631237,1.0216919739696313,1,0,0.0,4.0,0,Normal,Very high usage detected
H3,Feb,386,396,0.0,10,2.5906735751295336,1.0259067357512954,0,0,0.0,3.0,0,Normal,Normal usage
H3,Mar,386,392,0.0,6,1.5544041450777202,1.0155440414507773,0,0,0.0,7.0,0,Normal,Normal usage
H3,Apr,386,256,1.0,-130,-33.67875647668394,0.6632124352331606,0,0,1.0,0.0,1,Suspicious,Normal usage
H3,May,508,533,0.0,25,4.921259842519685,1.0492125984251968,1,0,0.0,8.0,0,Normal,Very high usage detected
H3,Jun,532,533,0.0,1,0.18796992481203006,1.0018796992481203,1,0,0.0,6.0,0,Normal,Very high usage detected
H3,Jul,473,491,0.0,18,3.8054968287526427,1.0380549682875264,1,0,0.0,5.0,0,Normal,Very high usage detected
H3,Aug,386,415,0.0,29,7.512953367875648,1.0751295336787565,1,0,0.0,1.0,0,Normal,Very high usage detected
H3,Sep,386,359,0.0,-27,-6.994818652849741,0.9300518134715026,0,0,0.0,11.0,0,Normal,Normal usage
H3,Oct,386,364,0.0,-22,-5.699481865284974,0.9430051813471503,0,0,0.0,10.0,0,Normal,Normal usage
H3,Nov,386,241,1.0,-145,-37.56476683937824,0.6243523316062176,0,0,1.0,9.0,1,Suspicious,Sudden drop in usage
H3,Dec,452,482,0.0,30,6.637168141592921,1.0663716814159292,1,0,0.0,2.0,0,Normal,Very high usage detected
H4,Jan,264,294,0.0,30,11.363636363636363,1.1136363636363635,0,0,0.0,4.0,0,Normal,Normal usage
H4,Feb,200,195,0.0,-5,-2.5,0.975,0,0,0.0,3.0,0,Normal,Normal usage
H4,Mar,200,219,0.0,19,9.5,1.095,0,0,0.0,7.0,0,Normal,Normal usage
H4,Apr,200,174,0.0,-26,-13.0,0.87,0,0,0.0,0.0,0,Normal,Normal usage
H4,May,289,269,0.0,-20,-6.920415224913495,0.9307958477508651,0,0,0.0,8.0,0,Normal,Normal usage
H4,Jun,329,312,0.0,-17,-5.167173252279635,0.9483282674772037,0,0,0.0,6.0,0,Normal,Normal usage
H4,Jul,311,287,0.0,-24,-7.717041800643088,0.9228295819935691,0,0,0.0,5.0,0,Normal,Normal usage
H4,Aug,200,198,0.0,-2,-1.0,0.99,0,0,0.0,1.0,0,Normal,Normal usage
H4,Sep,200,205,0.0,5,2.5,1.025,0,0,0.0,11.0,0,Normal,Normal usage
H4,Oct,200,197,0.0,-3,-1.5,0.985,0,0,0.0,10.0,0,Normal,Normal usage
H4,Nov,200,184,0.0,-16,-8.0,0.92,0,0,0.0,9.0,0,Normal,Normal usage
H4,Dec,256,264,0.0,8,3.125,1.03125,0,0,0.0,2.0,0,Normal,Normal usage
H5,Jan,357,347,0.0,-10,-2.801120448179272,0.9719887955182073,0,0,0.0,4.0,0,Normal,Normal usage
H5,Feb,297,277,0.0,-20,-6.7340067340067336,0.9326599326599326,0,0,0.0,3.0,0,Normal,Normal usage
H5,Mar,297,291,0.0,-6,-2.0202020202020203,0.9797979797979798,0,0,0.0,7.0,0,Normal,Normal usage
H5,Apr,297,324,0.0,27,9.090909090909092,1.0909090909090908,0,0,0.0,0.0,0,Normal,Normal usage
H5,May,442,414,0.0,-28,-6.334841628959276,0.9366515837104072,1,0,0.0,8.0,0,Normal,Very high usage detected
H5,Jun,387,393,0.0,6,1.550387596899225,1.0155038759689923,0,0,0.0,6.0,0,Normal,Normal usage
H5,Jul,422,400,0.0,-22,-5.213270142180095,0.9478672985781991,0,0,0.0,5.0,0,Normal,Normal usage
H5,Aug,297,183,1.0,-114,-38.38383838383838,0.6161616161616161,0,0,1.0,1.0,1,Suspicious,Sudden drop in usage
H5,Sep,297,281,0.0,-16,-5.387205387205387,0.9461279461279462,0,0,0.0,11.0,0,Normal,Normal usage
H5,Oct,297,303,0.0,6,2.0202020202020203,1.02020202020202,0,0,0.0,10.0,0,Normal,Normal usage
H5,Nov,297,286,0.0,-11,-3.7037037037037033,0.9629629629629629,0,0,0.0,9.0,0,Normal,Normal usage
H5,Dec,337,329,0.0,-8,-2.3738872403560833,0.9762611275964391,0,0,0.0,2.0,0,Normal,Normal usage
H6,Jan,449,456,0.0,7,1.55902004454343,1.0155902004454342,1,0,0.0,4.0,0,Normal,Very high usage detected
H6,Feb,396,377,0.0,-19,-4.797979797979798,0.952020202020202,0,0,0.0,3.0,0,Normal,Normal usage
H6,Mar,396,423,0.0,27,6.8181818181818175,1.0681818181818181,1,0,0.0,7.0,0,Normal,Very high usage detected
H6,Apr,396,286,1.0,-110,-27.77777777777778,0.7222222222222222,0,0,0.0,0.0,0,Normal,Normal usage
H6,May,477,367,1.0,-110,-23.060796645702304,0.7693920335429769,0,0,0.0,8.0,0,Normal,Normal usage
H6,Jun,482,502,0.0,20,4.149377593360995,1.04149377593361,1,0,0.0,6.0,0,Normal,Very high usage detected
H6,Jul,527,521,0.0,-6,-1.1385199240986716,0.9886148007590133,1,0,0.0,5.0,0,Normal,Very high usage detected
H6,Aug,396,400,0.0,4,1.0101010101010102,1.0101010101010102,0,0,0.0,1.0,0,Normal,Normal usage
H6,Sep,396,396,0.0,0,0.0,1.0,0,0,0.0,11.0,0,Normal,Normal usage
H6,Oct,396,382,0.0,-14,-3.535353535353535,0.9646464646464646,0,0,0.0,10.0,0,Normal,Normal usage
H6,Nov,396,377,0.0,-19,-4.797979797979798,0.952020202020202,0,0,0.0,9.0,0,Normal,Normal usage
H6,Dec,451,456,0.0,5,1.1086474501108647,1.0110864745011086,1,0,0.0,2.0,0,Normal,Very high usage detected
H7,Jan,250,221,0.0,-29,-11.600000000000001,0.884,0,0,0.0,4.0,0,Normal,Normal usage
H7,Feb,205,190,0.0,-15,-7.317073170731707,0.926829268292683,0,0,0.0,3.0,0,Normal,Normal usage
H7,Mar,205,676,1.0,471,229.7560975609756,3.297560975609756,1,0,1.0,7.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H7,Apr,205,190,0.0,-15,-7.317073170731707,0.926829268292683,0,0,0.0,0.0,0,Normal,Normal usage
H7,May,297,273,0.0,-24,-8.080808080808081,0.9191919191919192,0,0,0.0,8.0,0,Normal,Normal usage
H7,Jun,294,286,0.0,-8,-2.7210884353741496,0.9727891156462585,0,0,0.0,6.0,0,Normal,Normal usage
H7,Jul,324,308,0.0,-16,-4.938271604938271,0.9506172839506173,0,0,0.0,5.0,0,Normal,Normal usage
H7,Aug,205,225,0.0,20,9.75609756097561,1.0975609756097562,0,0,0.0,1.0,0,Normal,Normal usage
H7,Sep,205,178,0.0,-27,-13.170731707317074,0.8682926829268293,0,0,0.0,11.0,0,Normal,Normal usage
H7,Oct,205,227,0.0,22,10.731707317073171,1.1073170731707318,0,0,0.0,10.0,0,Normal,Normal usage
H7,Nov,205,211,0.0,6,2.9268292682926833,1.0292682926829269,0,0,0.0,9.0,0,Normal,Normal usage
H7,Dec,263,288,0.0,25,9.505703422053232,1.0950570342205324,0,0,0.0,2.0,0,Normal,Normal usage
H8,Jan,317,328,0.0,11,3.4700315457413247,1.0347003154574133,0,0,0.0,4.0,0,Normal,Normal usage
H8,Feb,276,768,1.0,492,178.26086956521738,2.782608695652174,1,0,1.0,3.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H8,Mar,276,288,0.0,12,4.3478260869565215,1.0434782608695652,0,0,0.0,7.0,0,Normal,Normal usage
H8,Apr,276,253,0.0,-23,-8.333333333333332,0.9166666666666666,0,0,0.0,0.0,0,Normal,Normal usage
H8,May,393,420,0.0,27,6.870229007633588,1.0687022900763359,1,0,0.0,8.0,0,Normal,Very high usage detected
H8,Jun,368,804,1.0,436,118.4782608695652,2.1847826086956523,1,0,1.0,6.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H8,Jul,405,325,1.0,-80,-19.753086419753085,0.8024691358024691,0,0,0.0,5.0,0,Normal,Normal usage
H8,Aug,276,282,0.0,6,2.1739130434782608,1.0217391304347827,0,0,0.0,1.0,0,Normal,Normal usage
H8,Sep,276,257,0.0,-19,-6.884057971014493,0.9311594202898551,0,0,0.0,11.0,0,Normal,Normal usage
H8,Oct,276,249,0.0,-27,-9.782608695652174,0.9021739130434783,0,0,0.0,10.0,0,Normal,Normal usage
H8,Nov,276,489,1.0,213,77.17391304347827,1.7717391304347827,1,0,1.0,9.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H8,Dec,335,312,0.0,-23,-6.865671641791045,0.9313432835820895,0,0,0.0,2.0,0,Normal,Normal usage
H9,Jan,453,473,0.0,20,4.415011037527594,1.044150110375276,1,0,0.0,4.0,0,Normal,Very high usage detected
H9,Feb,396,397,0.0,1,0.25252525252525254,1.0025252525252526,0,0,0.0,3.0,0,Normal,Normal usage
H9,Mar,396,400,0.0,4,1.0101010101010102,1.0101010101010102,0,0,0.0,7.0,0,Normal,Normal usage
H9,Apr,396,422,0.0,26,6.565656565656567,1.0656565656565657,1,0,0.0,0.0,0,Normal,Very high usage detected
H9,May,481,469,0.0,-12,-2.494802494802495,0.975051975051975,1,0,0.0,8.0,0,Normal,Very high usage detected
H9,Jun,525,544,0.0,19,3.619047619047619,1.036190476190476,1,0,0.0,6.0,0,Normal,Very high usage detected
H9,Jul,527,523,0.0,-4,-0.7590132827324478,0.9924098671726755,1,0,0.0,5.0,0,Normal,Very high usage detected
H9,Aug,396,397,0.0,1,0.25252525252525254,1.0025252525252526,0,0,0.0,1.0,0,Normal,Normal usage
H9,Sep,396,416,0.0,20,5.05050505050505,1.0505050505050506,1,0,0.0,11.0,0,Normal,Very high usage detected
H9,Oct,396,838,1.0,442,111.61616161616162,2.1161616161616164,1,0,1.0,10.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H9,Nov,396,417,0.0,21,5.303030303030303,1.053030303030303,1,0,0.0,9.0,0,Normal,Very high usage detected
H9,Dec,457,442,0.0,-15,-3.282275711159737,0.9671772428884027,1,0,0.0,2.0,0,Normal,Very high usage detected
H10,Jan,375,383,0.0,8,2.1333333333333333,1.0213333333333334,0,0,0.0,4.0,0,Normal,Normal usage
H10,Feb,334,358,0.0,24,7.18562874251497,1.0718562874251496,0,0,0.0,3.0,0,Normal,Normal usage
H10,Mar,334,328,0.0,-6,-1.7964071856287425,0.9820359281437125,0,0,0.0,7.0,0,Normal,Normal usage
H10,Apr,334,347,0.0,13,3.8922155688622757,1.0389221556886228,0,0,0.0,0.0,0,Normal,Normal usage
H10,May,468,489,0.0,21,4.487179487179487,1.044871794871795,1,0,0.0,8.0,0,Normal,Very high usage detected
H10,Jun,414,434,0.0,20,4.830917874396135,1.0483091787439613,1,0,0.0,6.0,0,Normal,Very high usage detected
H10,Jul,456,478,0.0,22,4.824561403508771,1.0482456140350878,1,0,0.0,5.0,0,Normal,Very high usage detected
H10,Aug,334,338,0.0,4,1.1976047904191618,1.0119760479041917,0,0,0.0,1.0,0,Normal,Normal usage
H10,Sep,334,340,0.0,6,1.7964071856287425,1.0179640718562875,0,0,0.0,11.0,0,Normal,Normal usage
H10,Oct,334,325,0.0,-9,-2.694610778443114,0.9730538922155688,0,0,0.0,10.0,0,Normal,Normal usage
H10,Nov,334,318,0.0,-16,-4.790419161676647,0.9520958083832335,0,0,0.0,9.0,0,Normal,Normal usage
H10,Dec,382,374,0.0,-8,-2.094240837696335,0.9790575916230366,0,0,0.0,2.0,0,Normal,Normal usage
H11,Jan,390,363,0.0,-27,-6.923076923076923,0.9307692307692308,0,0,0.0,4.0,0,Normal,Normal usage
H11,Feb,319,327,0.0,8,2.507836990595611,1.025078369905956,0,0,0.0,3.0,0,Normal,Normal usage
H11,Mar,319,310,0.0,-9,-2.8213166144200628,0.9717868338557993,0,0,0.0,7.0,0,Normal,Normal usage
H11,Apr,319,315,0.0,-4,-1.2539184952978055,0.987460815047022,0,0,0.0,0.0,0,Normal,Normal usage
H11,May,412,390,0.0,-22,-5.339805825242718,0.9466019417475728,0,0,0.0,8.0,0,Normal,Normal usage
H11,Jun,412,389,0.0,-23,-5.582524271844661,0.9441747572815534,0,0,0.0,6.0,0,Normal,Normal usage
H11,Jul,413,384,0.0,-29,-7.021791767554479,0.9297820823244553,0,0,0.0,5.0,0,Normal,Normal usage
H11,Aug,319,298,0.0,-21,-6.583072100313479,0.9341692789968652,0,0,0.0,1.0,0,Normal,Normal usage
H11,Sep,319,296,0.0,-23,-7.210031347962382,0.9278996865203761,0,0,0.0,11.0,0,Normal,Normal usage
H11,Oct,319,320,0.0,1,0.3134796238244514,1.0031347962382444,0,0,0.0,10.0,0,Normal,Normal usage
H11,Nov,319,306,0.0,-13,-4.075235109717868,0.9592476489028213,0,0,0.0,9.0,0,Normal,Normal usage
H11,Dec,361,346,0.0,-15,-4.1551246537396125,0.9584487534626038,0,0,0.0,2.0,0,Normal,Normal usage
H12,Jan,319,346,0.0,27,8.463949843260188,1.084639498432602,0,0,0.0,4.0,0,Normal,Normal usage
H12,Feb,247,130,1.0,-117,-47.368421052631575,0.5263157894736842,0,0,1.0,3.0,1,Suspicious,Sudden drop in usage
H12,Mar,247,249,0.0,2,0.8097165991902834,1.008097165991903,0,0,0.0,7.0,0,Normal,Normal usage
H12,Apr,247,254,0.0,7,2.834008097165992,1.0283400809716599,0,0,0.0,0.0,0,Normal,Normal usage
H12,May,331,313,0.0,-18,-5.438066465256798,0.945619335347432,0,0,0.0,8.0,0,Normal,Normal usage
H12,Jun,356,328,0.0,-28,-7.865168539325842,0.9213483146067416,0,0,0.0,6.0,0,Normal,Normal usage
H12,Jul,383,366,0.0,-17,-4.43864229765013,0.9556135770234987,0,0,0.0,5.0,0,Normal,Normal usage
H12,Aug,247,242,0.0,-5,-2.0242914979757085,0.979757085020243,0,0,0.0,1.0,0,Normal,Normal usage
H12,Sep,247,272,0.0,25,10.121457489878543,1.1012145748987854,0,0,0.0,11.0,0,Normal,Normal usage
H12,Oct,247,252,0.0,5,2.0242914979757085,1.0202429149797572,0,0,0.0,10.0,0,Normal,Normal usage
H12,Nov,247,243,0.0,-4,-1.6194331983805668,0.9838056680161943,0,0,0.0,9.0,0,Normal,Normal usage
H12,Dec,326,296,0.0,-30,-9.202453987730062,0.9079754601226994,0,0,0.0,2.0,0,Normal,Normal usage
H13,Jan,273,295,0.0,22,8.058608058608058,1.0805860805860805,0,0,0.0,4.0,0,Normal,Normal usage
H13,Feb,224,252,0.0,28,12.5,1.125,0,0,0.0,3.0,0,Normal,Normal usage
H13,Mar,224,214,0.0,-10,-4.464285714285714,0.9553571428571429,0,0,0.0,7.0,0,Normal,Normal usage
H13,Apr,224,633,1.0,409,182.58928571428572,2.825892857142857,1,0,1.0,0.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H13,May,314,339,0.0,25,7.961783439490445,1.0796178343949046,0,0,0.0,8.0,0,Normal,Normal usage
H13,Jun,329,310,0.0,-19,-5.775075987841945,0.9422492401215805,0,0,0.0,6.0,0,Normal,Normal usage
H13,Jul,323,201,1.0,-122,-37.77089783281733,0.6222910216718266,0,0,1.0,5.0,1,Suspicious,Sudden drop in usage
H13,Aug,224,198,0.0,-26,-11.607142857142858,0.8839285714285714,0,0,0.0,1.0,0,Normal,Normal usage
H13,Sep,224,252,0.0,28,12.5,1.125,0,0,0.0,11.0,0,Normal,Normal usage
H13,Oct,224,229,0.0,5,2.232142857142857,1.0223214285714286,0,0,0.0,10.0,0,Normal,Normal usage
H13,Nov,224,236,0.0,12,5.357142857142857,1.0535714285714286,0,0,0.0,9.0,0,Normal,Normal usage
H13,Dec,279,252,0.0,-27,-9.67741935483871,0.9032258064516129,0,0,0.0,2.0,0,Normal,Normal usage
H14,Jan,441,415,0.0,-26,-5.895691609977324,0.9410430839002267,1,0,0.0,4.0,0,Normal,Very high usage detected
H14,Feb,375,401,0.0,26,6.933333333333333,1.0693333333333332,1,0,0.0,3.0,0,Normal,Very high usage detected
H14,Mar,375,384,0.0,9,2.4,1.024,0,0,0.0,7.0,0,Normal,Normal usage
H14,Apr,375,393,0.0,18,4.8,1.048,0,0,0.0,0.0,0,Normal,Normal usage
H14,May,507,394,1.0,-113,-22.287968441814595,0.777120315581854,0,0,0.0,8.0,0,Normal,Normal usage
H14,Jun,525,547,0.0,22,4.190476190476191,1.041904761904762,1,0,0.0,6.0,0,Normal,Very high usage detected
H14,Jul,465,439,0.0,-26,-5.591397849462366,0.9440860215053763,1,0,0.0,5.0,0,Normal,Very high usage detected
H14,Aug,375,401,0.0,26,6.933333333333333,1.0693333333333332,1,0,0.0,1.0,0,Normal,Very high usage detected
H14,Sep,375,374,0.0,-1,-0.26666666666666666,0.9973333333333333,0,0,0.0,11.0,0,Normal,Normal usage
H14,Oct,375,295,1.0,-80,-21.333333333333336,0.7866666666666666,0,0,0.0,10.0,0,Normal,Normal usage
H14,Nov,375,371,0.0,-4,-1.0666666666666667,0.9893333333333333,0,0,0.0,9.0,0,Normal,Normal usage
H14,Dec,448,476,0.0,28,6.25,1.0625,1,0,0.0,2.0,0,Normal,Very high usage detected
H15,Jan,454,473,0.0,19,4.185022026431718,1.0418502202643172,1,0,0.0,4.0,0,Normal,Very high usage detected
H15,Feb,392,394,0.0,2,0.5102040816326531,1.0051020408163265,0,0,0.0,3.0,0,Normal,Normal usage
H15,Mar,392,404,0.0,12,3.061224489795918,1.030612244897959,1,0,0.0,7.0,0,Normal,Very high usage detected
H15,Apr,392,422,0.0,30,7.653061224489796,1.0765306122448979,1,0,0.0,0.0,0,Normal,Very high usage detected
H15,May,522,503,0.0,-19,-3.6398467432950192,0.9636015325670498,1,0,0.0,8.0,0,Normal,Very high usage detected
H15,Jun,523,499,0.0,-24,-4.588910133843212,0.9541108986615678,1,0,0.0,6.0,0,Normal,Very high usage detected
H15,Jul,521,529,0.0,8,1.5355086372360844,1.0153550863723608,1,0,0.0,5.0,0,Normal,Very high usage detected
H15,Aug,392,417,0.0,25,6.377551020408164,1.0637755102040816,1,0,0.0,1.0,0,Normal,Very high usage detected
H15,Sep,392,390,0.0,-2,-0.5102040816326531,0.9948979591836735,0,0,0.0,11.0,0,Normal,Normal usage
H15,Oct,392,252,1.0,-140,-35.714285714285715,0.6428571428571429,0,0,1.0,10.0,1,Suspicious,Sudden drop in usage
H15,Nov,392,380,0.0,-12,-3.061224489795918,0.9693877551020408,0,0,0.0,9.0,0,Normal,Normal usage
H15,Dec,459,458,0.0,-1,-0.2178649237472767,0.9978213507625272,1,0,0.0,2.0,0,Normal,Very high usage detected
H16,Jan,390,406,0.0,16,4.102564102564102,1.041025641025641,1,0,0.0,4.0,0,Normal,Very high usage detected
H16,Feb,313,316,0.0,3,0.9584664536741214,1.0095846645367412,0,0,0.0,3.0,0,Normal,Normal usage
H16,Mar,313,176,1.0,-137,-43.76996805111821,0.5623003194888179,0,0,1.0,7.0,1,Suspicious,Sudden drop in usage
H16,Apr,313,294,0.0,-19,-6.070287539936102,0.939297124600639,0,0,0.0,0.0,0,Normal,Normal usage
H16,May,405,406,0.0,1,0.24691358024691357,1.002469135802469,1,0,0.0,8.0,0,Normal,Very high usage detected
H16,Jun,433,456,0.0,23,5.311778290993072,1.0531177829099307,1,0,0.0,6.0,0,Normal,Very high usage detected
H16,Jul,448,466,0.0,18,4.017857142857143,1.0401785714285714,1,0,0.0,5.0,0,Normal,Very high usage detected
H16,Aug,313,290,0.0,-23,-7.348242811501597,0.9265175718849841,0,0,0.0,1.0,0,Normal,Normal usage
H16,Sep,313,312,0.0,-1,-0.3194888178913738,0.9968051118210862,0,0,0.0,11.0,0,Normal,Normal usage
H16,Oct,313,291,0.0,-22,-7.0287539936102235,0.9297124600638977,0,0,0.0,10.0,0,Normal,Normal usage
H16,Nov,313,330,0.0,17,5.431309904153355,1.0543130990415335,0,0,0.0,9.0,0,Normal,Normal usage
H16,Dec,372,354,0.0,-18,-4.838709677419355,0.9516129032258065,0,0,0.0,2.0,0,Normal,Normal usage
H17,Jan,320,316,0.0,-4,-1.25,0.9875,0,0,0.0,4.0,0,Normal,Normal usage
H17,Feb,265,508,1.0,243,91.69811320754717,1.9169811320754717,1,0,1.0,3.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H17,Mar,265,262,0.0,-3,-1.1320754716981132,0.9886792452830189,0,0,0.0,7.0,0,Normal,Normal usage
H17,Apr,265,281,0.0,16,6.037735849056604,1.060377358490566,0,0,0.0,0.0,0,Normal,Normal usage
H17,May,410,403,0.0,-7,-1.707317073170732,0.9829268292682927,1,0,0.0,8.0,0,Normal,Very high usage detected
H17,Jun,390,388,0.0,-2,-0.5128205128205128,0.9948717948717949,0,0,0.0,6.0,0,Normal,Normal usage
H17,Jul,363,336,0.0,-27,-7.43801652892562,0.9256198347107438,0,0,0.0,5.0,0,Normal,Normal usage
H17,Aug,265,259,0.0,-6,-2.2641509433962264,0.9773584905660377,0,0,0.0,1.0,0,Normal,Normal usage
H17,Sep,265,251,0.0,-14,-5.283018867924529,0.9471698113207547,0,0,0.0,11.0,0,Normal,Normal usage
H17,Oct,265,271,0.0,6,2.2641509433962264,1.0226415094339623,0,0,0.0,10.0,0,Normal,Normal usage
H17,Nov,265,286,0.0,21,7.9245283018867925,1.079245283018868,0,0,0.0,9.0,0,Normal,Normal usage
H17,Dec,317,299,0.0,-18,-5.678233438485805,0.943217665615142,0,0,0.0,2.0,0,Normal,Normal usage
H18,Jan,251,279,0.0,28,11.155378486055776,1.1115537848605577,0,0,0.0,4.0,0,Normal,Normal usage
H18,Feb,203,202,0.0,-1,-0.49261083743842365,0.9950738916256158,0,0,0.0,3.0,0,Normal,Normal usage
H18,Mar,203,223,0.0,20,9.852216748768473,1.0985221674876848,0,0,0.0,7.0,0,Normal,Normal usage
H18,Apr,203,184,0.0,-19,-9.35960591133005,0.9064039408866995,0,0,0.0,0.0,0,Normal,Normal usage
H18,May,323,315,0.0,-8,-2.476780185758514,0.9752321981424149,0,0,0.0,8.0,0,Normal,Normal usage
H18,Jun,304,317,0.0,13,4.276315789473684,1.042763157894737,0,0,0.0,6.0,0,Normal,Normal usage
H18,Jul,324,335,0.0,11,3.3950617283950617,1.0339506172839505,0,0,0.0,5.0,0,Normal,Normal usage
H18,Aug,203,174,0.0,-29,-14.285714285714285,0.8571428571428571,0,0,0.0,1.0,0,Normal,Normal usage
H18,Sep,203,183,0.0,-20,-9.852216748768473,0.9014778325123153,0,0,0.0,11.0,0,Normal,Normal usage
H18,Oct,203,231,0.0,28,13.793103448275861,1.1379310344827587,0,0,0.0,10.0,0,Normal,Normal usage
H18,Nov,203,609,1.0,406,200.0,3.0,1,0,1.0,9.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H18,Dec,268,287,0.0,19,7.08955223880597,1.0708955223880596,0,0,0.0,2.0,0,Normal,Normal usage
H19,Jan,215,238,0.0,23,10.69767441860465,1.1069767441860465,0,0,0.0,4.0,0,Normal,Normal usage
H19,Feb,172,393,1.0,221,128.48837209302326,2.2848837209302326,0,0,1.0,3.0,1,Suspicious,"Unusually high consumption, Usage ratio too high"
H19,Mar,172,83,1.0,-89,-51.74418604651163,0.48255813953488375,0,1,1.0,7.0,1,Suspicious,"Sudden drop in usage, Very low usage (possible tampering)"
H19,Apr,172,201,0.0,29,16.86046511627907,1.1686046511627908,0,0,0.0,0.0,0,Normal,Normal usage
H19,May,309,281,0.0,-28,-9.06148867313916,0.9093851132686084,0,0,0.0,8.0,0,Normal,Normal usage
H19,Jun,291,291,0.0,0,0.0,1.0,0,0,0.0,6.0,0,Normal,Normal usage
H19,Jul,289,318,0.0,29,10.034602076124568,1.1003460207612457,0,0,0.0,5.0,0,Normal,Normal usage
H19,Aug,172,169,0.0,-3,-1.744186046511628,0.9825581395348837,0,0,0.0,1.0,0,Normal,Normal usage
H19,Sep,172,185,0.0,13,7.55813953488372,1.0755813953488371,0,0,0.0,11.0,0,Normal,Normal usage
H19,Oct,172,201,0.0,29,16.86046511627907,1.1686046511627908,0,0,0.0,10.0,0,Normal,Normal usage
H19,Nov,172,179,0.0,7,4.069767441860465,1.0406976744186047,0,0,0.0,9.0,0,Normal,Normal usage
H19,Dec,224,242,0.0,18,8.035714285714286,1.0803571428571428,0,0,0.0,2.0,0,Normal,Normal usage
H20,Jan,211,237,0.0,26,12.322274881516588,1.1232227488151658,0,0,0.0,4.0,0,Normal,Normal usage
H20,Feb,151,160,0.0,9,5.960264900662252,1.0596026490066226,0,0,0.0,3.0,0,Normal,Normal usage
